Row,Column,ESP,ID,FrameCnt,Latitude,Longitude,RSSI,SNR,Time
75,295,-133.3292134201546,167214,43,40.02494333,116.3309517,-118,-15.2,2019-03-12T00:51:01.631122048Z
99,294,-127.7376019773414,167218,46,40.022865,116.3308667,-115,-12.5,2019-03-12T00:51:21.757807062Z
111,294,-124.21081852649533,167220,47,40.02174667,116.3309033,-116,-7.5,2019-03-12T00:51:27.262469099Z
140,294,-130.21238401914255,167222,49,40.01910667,116.3309767,-117,-13,2019-03-12T00:51:47.059784478Z
154,295,-129.45410721860873,167224,50,40.01787667,116.331035,-117,-12.2,2019-03-12T00:51:56.459533676Z
154,295,-120.96183611348224,167225,51,40.01787667,116.331035,-111,-9.5,2019-03-12T00:52:01.635866086Z
166,295,-124.13380807687734,167226,52,40.01676167,116.33108,-117,-6.2,2019-03-12T00:52:12.474326794Z
176,295,-114.53901891043867,167228,53,40.01592833,116.33111,-111,-1,2019-03-12T00:52:18.201134609Z
177,295,-116.42869465226148,167230,54,40.01576667,116.331115,-113,-0.8,2019-03-12T00:52:23.655592244Z
177,295,-118.82474080687587,167232,55,40.01577333,116.331125,-115,-1.5,2019-03-12T00:52:33.583294666Z
177,295,-123.6389203414338,167234,56,40.01577333,116.331125,-115,-8,2019-03-12T00:52:42.467890743Z
177,295,-125.5149694202523,167236,57,40.01576667,116.3311217,-116,-9,2019-03-12T00:52:47.531231249Z
182,295,-125.59612087980607,167239,58,40.01535,116.33112,-115,-10.2,2019-03-12T00:52:57.905312242Z
192,295,-124.0738221927363,167241,59,40.01444333,116.3311283,-115,-8.5,2019-03-12T00:53:03.246817974Z
192,295,-119.24814186348229,167242,60,40.01444333,116.3311283,-115,-2.2,2019-03-12T00:53:08.392172137Z
201,295,-120.81879480002063,167244,61,40.01367167,116.3311667,-115,-4.5,2019-03-12T00:53:17.945941567Z
202,300,-123.21081852649533,167246,62,40.01354167,116.3317517,-115,-7.5,2019-03-12T00:53:27.503342026Z
202,308,-121.57833241382157,167247,63,40.01357333,116.3326567,-115,-5.5,2019-03-12T00:53:37.717225737Z
201,327,-123.34609373817284,167249,65,40.01366833,116.3348783,-117,-5.2,2019-03-12T00:53:57.195675782Z
201,327,-129.79706163635328,167250,66,40.01366833,116.3348783,-118,-11.5,2019-03-12T00:54:02.864406457Z
200,337,-126.0738221927363,167251,67,40.01372333,116.3360767,-117,-8.5,2019-03-12T00:54:11.095902383Z
200,346,-129.7376019773414,167252,68,40.01380167,116.337125,-117,-12.5,2019-03-12T00:54:16.257469029Z
199,355,-127.69305820175224,167253,70,40.01382833,116.3381367,-118,-9.2,2019-03-12T00:54:27.144724578Z
199,360,-127.14699179957641,167255,71,40.01384333,116.33872,-116,-10.8,2019-03-12T00:54:35.880543522Z
201,362,-130.40304509533888,167259,73,40.01365667,116.339015,-117,-13.2,2019-03-12T00:54:51.379926519Z
218,356,-126.69305820175224,167262,75,40.01214833,116.3382783,-117,-9.2,2019-03-12T00:55:06.308585234Z
227,353,-111.20289472231207,167263,76,40.01132167,116.3378767,-109,1.8,2019-03-12T00:55:15.556483225Z
227,353,-113.11145114746677,167265,77,40.01132167,116.3378767,-110,-0.2,2019-03-12T00:55:21.222304889Z
236,349,-121.10373555853747,167267,78,40.01054667,116.3374867,-116,-3.5,2019-03-12T02:07:05.977201908Z
245,345,-108.53901891043867,167269,79,40.00973167,116.3370533,-106,1,2019-03-12T00:55:36.272858091Z
245,345,-115.76434862436486,167272,80,40.00973167,116.3370533,-111,-3,2019-03-12T00:55:41.2998187Z
253,342,-121.81879480002063,167274,81,40.00898,116.33668,-116,-4.5,2019-03-12T00:55:46.836471163Z
261,339,-120.97322793708696,167276,82,40.00826667,116.3363217,-114,-6,2019-03-12T00:55:56.513634999Z
267,337,-126.6389203414338,167278,83,40.00770667,116.3360367,-118,-8,2019-03-12T00:56:05.715721Z
267,337,-120.89859540490393,167279,84,40.00770667,116.3360367,-116,-3.2,2019-03-12T00:56:11.134334Z
268,336,-118.42869465226148,167282,85,40.00762167,116.3359883,-115,-0.8,2019-03-12T00:56:16.212422Z
268,336,-123.81209675612978,167284,86,40.00762167,116.3359883,-115,-8.2,2019-03-12T00:56:21.708891Z
269,336,-125.81412565612067,167286,87,40.00756833,116.335965,-119,-5.8,2019-03-12T00:56:26.877461Z
274,334,-119.82474080687587,167287,88,40.00711167,116.3357133,-116,-1.5,2019-03-12T00:56:36.70761Z
279,332,-117.76434862436486,167289,89,40.00666,116.3354733,-113,-3,2019-03-12T00:56:46.091371Z
280,331,-122.19331048066094,167292,90,40.00655833,116.3354217,-116,-5,2019-03-12T00:56:55.432187Z
280,331,-121.04220837241459,167294,91,40.00655833,116.3354217,-115,-4.8,2019-03-12T00:57:00.828859Z
280,331,-122.34609373817284,167296,92,40.00655333,116.3354133,-116,-5.2,2019-03-12T00:57:11.526545Z
280,331,-122.97322793708696,167298,93,40.00654667,116.3354017,-116,-6,2019-03-12T00:57:20.494964Z
280,331,-122.57833241382157,167299,94,40.00654667,116.3353983,-116,-5.5,2019-03-12T00:57:29.709615Z
280,331,-117.5993868649763,167301,95,40.00654333,116.3353883,-112,-4.2,2019-03-12T00:57:38.516575Z
281,331,-120.45540463109293,167303,96,40.00649,116.3353567,-115,-4,2019-03-12T00:57:43.692919Z
281,331,-121.34609373817284,167305,97,40.00649,116.3353567,-115,-5.2,2019-03-12T00:57:52.671137Z
287,328,-121.5993868649763,167307,98,40.00594667,116.3350917,-116,-4.2,2019-03-12T00:57:58.624752Z
295,324,-124.13380807687734,167309,99,40.00518833,116.3346417,-117,-6.2,2019-03-12T00:58:09.435825Z
299,323,-123.62401015882706,167311,100,40.004795,116.3344417,-116,-6.8,2019-03-12T00:58:19.601023Z
301,322,-120.31329815912463,167313,101,40.00468333,116.33442,-115,-3.8,2019-03-12T00:58:28.562829Z
305,321,-114.65161530835512,167314,102,40.004325,116.334265,-111,-1.2,2019-03-12T00:58:34.211832Z
305,321,-114.01029995663981,167317,103,40.004325,116.334265,-111,0,2019-03-12T00:58:39.494102Z
308,320,-108.76434862436486,167318,104,40.004015,116.3341233,-107,3,2019-03-12T00:58:47.750917Z
310,319,-126.6389203414338,167321,105,40.00384,116.3340583,-118,-8,2019-03-12T00:58:56.313566Z
310,319,-108.91145114746676,167322,106,40.003815,116.33406,-106,0.2,2019-03-12T00:59:06.344169Z
310,319,-110.1244260279434,167324,107,40.003815,116.33406,-108,2,2019-03-12T00:59:11.502737Z
312,319,-117.2422083724146,167325,109,40.00364167,116.33398,-116,4.8,2019-03-12T00:59:29.06068Z
315,318,-108.31879480002063,167327,110,40.003405,116.3339133,-107,4.5,2019-03-12T00:59:34.384547Z
317,317,-104.3993868649763,167329,111,40.00316,116.3338417,-103,4.2,2019-03-12T00:59:43.421084Z
317,317,-112.20289472231207,167332,112,40.00316,116.3338417,-110,1.8,2019-03-12T00:59:51.691736Z
320,317,-109.83215008122022,167333,113,40.00295667,116.3337717,-108,2.8,2019-03-12T01:00:00.743366Z
320,317,-112.31329815912463,167336,114,40.002915,116.333755,-107,-3.8,2019-03-12T01:00:06.123463Z
320,317,-108.3993868649763,167338,115,40.002915,116.333755,-107,4.2,2019-03-12T01:00:11.598556Z
321,317,-112.83215008122022,167340,116,40.002885,116.3337483,-111,2.8,2019-03-12T01:00:17.438728Z
321,317,-108.76434862436486,167342,117,40.00286167,116.3337417,-107,3,2019-03-12T01:00:26.919439Z
321,317,-116.62869465226149,167344,118,40.00286167,116.3337417,-114,0.8,2019-03-12T01:00:32.872042Z
322,316,-111.32474080687587,167345,119,40.00271333,116.3336633,-109,1.5,2019-03-12T01:00:38.75166Z
327,314,-118.53901891043867,167348,120,40.00234167,116.33343,-115,-1,2019-03-12T01:00:44.757013Z
327,314,-117.45540463109293,167350,121,40.00234167,116.33343,-112,-4,2019-03-12T01:00:50.724953Z
331,313,-125.96183611348224,167352,122,40.00196833,116.333285,-116,-9.5,2019-03-12T01:01:01.433987Z
332,311,-119.42869465226148,167354,123,40.00181833,116.33306,-116,-0.8,2019-03-12T01:01:06.825372Z
333,310,-121.63215008122022,167356,124,40.00175667,116.3329517,-117,-2.8,2019-03-12T01:01:16.419181Z
333,310,-111.93775920356249,167358,125,40.00175667,116.3329517,-110,2.5,2019-03-12T01:01:21.685634Z
334,309,-112.32474080687587,167360,126,40.00164667,116.3328833,-110,1.5,2019-03-12T01:01:27.533506Z
334,309,-113.1244260279434,167362,127,40.00166833,116.3329033,-111,2,2019-03-12T01:01:36.641696Z
334,309,-115.32474080687587,167364,128,40.00166833,116.3329033,-113,1.5,2019-03-12T01:01:42.216352Z
334,309,-122.10373555853747,167366,129,40.00168833,116.3328817,-117,-3.5,2019-03-12T01:01:47.501337999Z
334,309,-116.53901891043867,167368,131,40.00164333,116.33283,-113,-1,2019-03-12T01:02:01.552428Z
335,309,-116.82474080687587,167370,132,40.00161833,116.3328333,-113,-1.5,2019-03-12T01:02:07.088209Z
335,309,-120.1244260279434,167372,133,40.00161833,116.3328333,-116,-2,2019-03-12T01:02:12.244748Z
335,309,-122.37736039420676,167373,134,40.00153,116.3328133,-115,-6.5,2019-03-12T01:02:18.153562Z
338,308,-131.21238401914255,167375,135,40.00133833,116.33275,-118,-13,2019-03-12T01:02:23.467223Z
